slug,title,url,category,importance,confidence,reviewed_at,citation_count,open_check,lean,proof_score,disproof_score,difficulty,note,summary
shannon_capacity_of_the_seven_cycle,Shannon capacity of the seven-cycle,http://www.openproblemgarden.org/op/shannon_capacity_of_the_seven_cycle,Graph Theory,High,high,2026-05-08,2,mixed: important cases solved; full problem open,balanced,2,3,5,The Shannon capacity of $C_7$ remains unknown.,"The Shannon capacity of $C_7$ remains unknown. Since the problem was posted in 2009, the best lower bound has been improved twice: first to $c(C_7) \geq 350^{1/5} > 3.2271$ by Mathew and Östergård (2016) using stochastic search, and then to $\Theta(C_7) \geq 367^{1/5} > 3.2578$ by Polak and Schrijver (2019) via circular graphs. The Lovász upper bound $\vartheta(C_7) = 7\cos(\pi/7)/(1+\cos(\pi/7)) \approx 3.3177$ remains unmatched, and the exact value is still open."
sidorenkos_conjecture,Sidorenko's Conjecture,http://www.openproblemgarden.org/op/sidorenkos_conjecture,Graph Theory,High,high,2026-05-08,3,yes: full/general case open,balanced,2,2,5,Sidorenko's conjecture remains open in full generality for all bipartite graphs.,"Sidorenko's conjecture remains open in full generality for all bipartite graphs. Since the OPG posting, the key referenced paper by Conlon and Lee was formally published in *Discrete Analysis* (2021), proving that every bipartite graph $H$ has some blow-up satisfying the conjecture. Im, Li, and Liu (2024) further extended known cases to graphs obtained by replacing edges of a complete graph with generalized theta graphs. The conjecture is still open for many specific bipartite graphs, including $K_{5,5}$ minus a perfect matching."
signing_a_graph_to_have_small_magnitude_eigenvalues,Signing a graph to have small magnitude eigenvalues,http://www.openproblemgarden.org/op/signing_a_graph_to_have_small_magnitude_eigenvalues,Graph Theory,Medium,high,2026-05-08,2,mixed: important cases solved; full problem open,balanced,2,1,3,"Marcus, Spielman, and Srivastava (2015) resolved the conjecture for bipartite $d$-regular graphs: using the method of interlacing polynomials, they proved that every bipartite $d$-regular graph has a 2-lift with all new…","Marcus, Spielman, and Srivastava (2015) resolved the conjecture for bipartite $d$-regular graphs: using the method of interlacing polynomials, they proved that every bipartite $d$-regular graph has a 2-lift with all new eigenvalues of magnitude at most $2\sqrt{d-1}$, yielding infinite families of bipartite Ramanujan graphs of every degree $> 2$. Hall, Puder, and Sawin (2018) further extended this to $r$-sheeted coverings for bipartite Ramanujan graphs. However, the original Bilu–Linial conjecture for general (non-bipartite) $d$-regular graphs remains open."
splitting_a_digraph_with_minimum_outdegree_constraints,Splitting a digraph with minimum outdegree constraints,http://www.openproblemgarden.org/op/splitting_a_digraph_with_minimum_outdegree_constraints,Graph Theory > Directed Graphs,High,high,2026-05-08,1,mixed: important cases solved; full problem open,prove,4,2,4,"The problem, posed by Alon in 2006, asks whether a finite function $F(s,t)$ exists guaranteeing that every digraph with minimum out-degree at least $F(s,t)$ admits a vertex partition into parts $A$ and $B$ with induced…","The problem, posed by Alon in 2006, asks whether a finite function $F(s,t)$ exists guaranteeing that every digraph with minimum out-degree at least $F(s,t)$ admits a vertex partition into parts $A$ and $B$ with induced minimum out-degrees at least $s$ and $t$, respectively; it remains open for all $s,t \geq 2$. Christoph, Petrova, and Steiner (2023) proved a key reduction: if $F(2,2)$ is finite, then $F(s,t) = \Theta(s+t)$ for all $s,t \geq 1$, thereby reducing the entire conjecture to the single base case $F(2,2) < \infty$."
star_chromatic_index_of_cubic_graphs,Star chromatic index of cubic graphs,http://www.openproblemgarden.org/op/star_chromatic_index_of_cubic_graphs,Graph Theory,Medium,high,2026-05-08,3,mixed: important cases solved; full problem open,prove,4,1,2,The conjecture that every (sub)cubic graph $G$ satisfies $\chi_s'(G) \le 6$ remains open.,"The conjecture that every (sub)cubic graph $G$ satisfies $\chi_s'(G) \le 6$ remains open. Significant partial progress has been made: the bound $\chi_s'(G) \le 6$ has been confirmed for subcubic multigraphs with $\text{mad}(G) < 5/2$, for cubic Halin graphs, and an infinite family of cubic graphs achieving $\chi_s'(G) = 6$ has been constructed (confirming tightness), but the full conjecture is unresolved."
strong_5_cycle_double_cover_conjecture,Strong 5-cycle double cover conjecture,http://www.openproblemgarden.org/op/strong_5_cycle_double_cover_conjecture,Graph Theory > Basic Graph Theory > Cycles,High,medium,2026-05-08,2,mixed: important cases solved; full problem open,balanced,2,1,5,The strong 5-cycle double cover conjecture remains open.,"The strong 5-cycle double cover conjecture remains open. Hoffmann-Ostenhof (2012) established a necessary and sufficient condition for a 2-regular subgraph to be contained in a 5-cycle double cover of a cubic graph, providing a partial characterisation. Further partial progress includes results showing that when a non-separating cycle is present in a 2-connected cubic graph with suitable structure, a cycle double cover (or 5-cycle double cover) containing that cycle exists, but the full conjecture in generality has not been proved."
strong_colorability,Strong colorability,http://www.openproblemgarden.org/op/strong_colorability,Graph Theory > Coloring > Vertex coloring,High,high,2026-05-08,2,mixed: important cases solved; full problem open,prove,3,1,4,The conjecture $\chi_S(G) \leq 2\Delta$ remains open in general.,"The conjecture $\chi_S(G) \leq 2\Delta$ remains open in general. Lo and Sanhueza-Matamala (2019) significantly improved the dense-graph regime, proving $\chi_S(G) \leq (2+o(1))\Delta(G)$ for every graph satisfying $\Delta(G) \geq cn$ for a constant $c > 0$, surpassing Haxell's $(2.75+\epsilon)\Delta$ bound. Additionally, the conjecture has been verified for several subfamilies of 2-regular graphs by McDonald and Puleo (2022), but the full conjecture for all graphs and all $\Delta$ remains open."
strong_edge_colouring_conjecture,Strong edge colouring conjecture,http://www.openproblemgarden.org/op/strong_edge_colouring_conjecture,Graph Theory > Coloring > Edge coloring,Medium,high,2026-05-08,3,mixed: important cases solved; full problem open,prove,3,1,3,The Erdős–Nešetřil strong edge-colouring conjecture ($s\chi'(G) \leq \frac{5\Delta^2}{4}$ for even $\Delta$) remains open.,"The Erdős–Nešetřil strong edge-colouring conjecture ($s\chi'(G) \leq \frac{5\Delta^2}{4}$ for even $\Delta$) remains open. The best asymptotic bound for large $\Delta$ is $1.93\Delta^2$ (Bruhn–Joos, 2018), improving the earlier $(2-\varepsilon)\Delta^2$ of Molloy–Reed. For $\Delta=4$ the conjectured bound of 20 is still unresolved; the current best is 21 colors (Huang–Santana–Yu, 2018)."
subdivision_of_a_transitive_tournament_in_digraphs_with_large_outdegree,Subdivision of a transitive tournament in digraphs with large outdegree.,http://www.openproblemgarden.org/op/subdivision_of_a_transitive_tournament_in_digraphs_with_large_outdegree,Graph Theory > Directed Graphs,Medium,high,2026-05-08,3,mixed: important cases solved; full problem open,prove,4,1,2,Mader's conjecture remains open in full generality — even the existence of $f(5)$ is unknown as of the most recent sources found.,"Mader's conjecture remains open in full generality — even the existence of $f(5)$ is unknown as of the most recent sources found. Meaningful partial progress has been made: Lochet (2017) proved the immersion analogue of the conjecture (immersion being a weaker embedding notion than subdivision), and Aboulker et al. (2019) proved the conjecture for special sub-structures (oriented paths, in-arborescences) and connected it to the dichromatic number. Kim, Lee, and Seo (2022) established Ramsey-type bounds $O(k^2 \log\log k)$ for 1-subdivisions of transitive tournaments inside arbitrary tournaments."
subgraph_of_large_average_degree_and_large_average_degree,Subgraph of large average degree and large girth.,http://www.openproblemgarden.org/op/subgraph_of_large_average_degree_and_large_average_degree,Graph Theory > Basic Graph Theory,Medium,medium,2026-05-08,1,mixed: important cases solved; full problem open,balanced,2,1,3,Thomassen's conjecture remains open for $g \geq 5$.,"Thomassen's conjecture remains open for $g \geq 5$. The case $g \leq 4$ — finding a $C_4$-free subgraph of large average degree — was established before the 2013 posting by Kühn and Osthus; since then, Montgomery, Pokrovskiy, and Sudakov (2021) improved the required average degree bound from doubly-exponential to singly-exponential in $t$, showing $2^{ct^2 \log t}$ suffices. No further values of $g$ are known to have been resolved as of this review."
switching_reconstruction_of_digraphs,Switching reconstruction of digraphs,http://www.openproblemgarden.org/op/switching_reconstruction_of_digraphs,Graph Theory,Medium,medium,2026-05-08,1,yes: full/general case open,balanced,2,2,3,"McKay and Schweitzer (2014) made meaningful progress by showing that there are exactly 44 switching-nonreconstructible oriented graphs whose underlying undirected graphs have maximum degree at most 2, and by determining…","McKay and Schweitzer (2014) made meaningful progress by showing that there are exactly 44 switching-nonreconstructible oriented graphs whose underlying undirected graphs have maximum degree at most 2, and by determining the complete family of switching-stable oriented graphs; the largest known nonreconstructible examples still have only 8 vertices. The original question — whether switching-nonreconstructible digraphs on 12 or more vertices exist — remains open."
the_berge_fulkerson_conjecture,The Berge-Fulkerson conjecture,http://www.openproblemgarden.org/op/the_berge_fulkerson_conjecture,Graph Theory > Basic Graph Theory > Matchings,Outstanding,high,2026-05-08,3,yes: full/general case open,balanced,2,2,5,The Berge-Fulkerson conjecture remains open in full generality.,"The Berge-Fulkerson conjecture remains open in full generality. Notable post-posting progress includes the proof of Mazzuoccolo's conjecture (any finite collection of disjoint odd circuits in a bridgeless cubic graph is hit by a single perfect matching), the verification of Berge's covering conjecture for cubic graphs with colouring defect at most 3, and the introduction and partial verification of an oriented variant for Isaacs flower snarks. Repeated attempts to verify the conjecture for various families of snarks have succeeded for those families but left the general conjecture untouched."
the_bermond_thomassen_conjecture,The Bermond-Thomassen Conjecture,http://www.openproblemgarden.org/op/the_bermond_thomassen_conjecture,Graph Theory > Directed Graphs,Medium,high,2026-05-08,4,mixed: related claim/variant false; residual problem open,balanced,3,3,3,The Bermond-Thomassen conjecture ($\delta^+(D) \geq 2k-1 \Rightarrow k$ disjoint cycles) remains open for general digraphs with $k \geq 4$.,"The Bermond-Thomassen conjecture ($\delta^+(D) \geq 2k-1 \Rightarrow k$ disjoint cycles) remains open for general digraphs with $k \geq 4$. Significant post-2007 advances include a new shorter proof for $k=3$ (Bai and Manoussakis, 2018) and verification for triangle-free multipartite and 3-partite tournaments (Gutin et al., 2023). Notably, the stronger conjecture of Bang-Jensen, Bessy, and Thomassé on girth conditions (listed in the OPG discussion) was disproved by Bai and Manoussakis (2018)."
the_bollobas_eldridge_catlin_conjecture_on_graph_packing,The Bollobás-Eldridge-Catlin Conjecture on graph packing,http://www.openproblemgarden.org/op/the_bollobas_eldridge_catlin_conjecture_on_graph_packing,Graph Theory > Extremal Graph Theory,High,high,2026-05-08,2,mixed: important cases solved; full problem open,balanced,2,1,4,The BEC conjecture remains open in general.,"The BEC conjecture remains open in general. Since the problem was posted, Cames van Batenburg and Kang proved it for $K_{2,t}$-free graphs satisfying $\Delta(G_1) > 17t \cdot \Delta(G_2)$, and also for pairs of graphs with even girth at least 10 when at least one graph has $\Delta \geq 940060$."
the_borodin_kostochka_conjecture,The Borodin-Kostochka Conjecture,http://www.openproblemgarden.org/op/the_borodin_kostochka_conjecture,Graph Theory,Medium,high,2026-05-08,7,yes: full/general case open,prove,4,1,2,The Borodin–Kostochka conjecture remains open for general graphs with $\Delta \ge 9$.,"The Borodin–Kostochka conjecture remains open for general graphs with $\Delta \ge 9$. Since the problem was posted, the conjecture has been verified for several hereditary graph classes ($(P_5,\text{gem})$-free, $(P_6,\text{apple,torch})$-free, and others), and the unconditional degree threshold has been reduced from Reed's $\Delta_0 \le 10^{14}$ to $\Delta \ge 5.2\times10^9$ in 2026; a companion 2026 paper also establishes the analogue for correspondence (DP) coloring at $\Delta \ge 3\times10^9$."
the_circular_embedding_conjecture,The circular embedding conjecture,http://www.openproblemgarden.org/op/the_circular_embedding_conjecture,Graph Theory > Basic Graph Theory > Cycles,High,high,2026-05-08,2,mixed: important cases solved; full problem open,balanced,1,1,5,"The circular embedding conjecture (equivalently, the strong embedding conjecture) remains open for general 2-connected graphs.","The circular embedding conjecture (equivalently, the strong embedding conjecture) remains open for general 2-connected graphs. Ellingham and Zha (2011) proved the oriented variant for 2-connected projective-planar cubic graphs, showing every such graph has a closed 2-cell embedding in some orientable surface. The conjecture is equivalent to the cycle double cover conjecture for cubic graphs, and both remain major open problems in topological graph theory."
the_crossing_number_of_the_complete_bipartite_graph,The Crossing Number of the Complete Bipartite Graph,http://www.openproblemgarden.org/op/the_crossing_number_of_the_complete_bipartite_graph,Graph Theory > Topological Graph Theory > Crossing numbers,High,high,2026-05-08,2,yes: full/general case open,balanced,2,2,5,"The Zarankiewicz conjecture that $\mathrm{cr}(K_{m,n}) = \lfloor m/2 \rfloor \lfloor (m-1)/2 \rfloor \lfloor n/2 \rfloor \lfloor (n-1)/2 \rfloor$ remains open in general; it has been verified for $\min\{m,n\} \le 6$ and…","The Zarankiewicz conjecture that $\mathrm{cr}(K_{m,n}) = \lfloor m/2 \rfloor \lfloor (m-1)/2 \rfloor \lfloor n/2 \rfloor \lfloor (n-1)/2 \rfloor$ remains open in general; it has been verified for $\min\{m,n\} \le 6$ and a handful of small cases (up to $K_{8,10}$), with the best published asymptotic lower bound at $0.83\,Z(m,n)$ for fixed $m \ge 9$. Since the 2007 posting, Brosch and Polak (2023) have used semidefinite programming to establish new explicit lower bounds for $K_{m,n}$ with $m \in \{10,11,12,13\}$, extending the reach of SDP methods beyond what de Klerk et al. (2006) had achieved."
the_crossing_number_of_the_complete_graph,The Crossing Number of the Complete Graph,http://www.openproblemgarden.org/op/the_crossing_number_of_the_complete_graph,Graph Theory > Topological Graph Theory > Crossing numbers,High,high,2026-05-08,5,mixed: important cases solved; full problem open,prove,4,2,3,Hill's conjecture that $\mathrm{cr}(K_n) = \frac{1}{4}\lfloor n/2\rfloor\lfloor(n-1)/2\rfloor\lfloor(n-2)/2\rfloor\lfloor(n-3)/2\rfloor$ remains open in general.,"Hill's conjecture that $\mathrm{cr}(K_n) = \frac{1}{4}\lfloor n/2\rfloor\lfloor(n-1)/2\rfloor\lfloor(n-2)/2\rfloor\lfloor(n-3)/2\rfloor$ remains open in general. Since 2007, the conjecture has been proved for all 2-page, cylindrical, and shellable drawings by Ábrego et al., and Balogh, Lidický, and Salazar established via flag algebras that $\mathrm{cr}(K_n) > 0.985\,H(n)$ for all sufficiently large $n$, substantially improving the previously known $0.83\,H(n)$ lower bound. The exact value of $\mathrm{cr}(K_{13})$ remains unknown, narrowed to $\{219, 221, 223, 225\}$."
the_crossing_number_of_the_hypercube,The Crossing Number of the Hypercube,http://www.openproblemgarden.org/op/the_crossing_number_of_the_hypercube,Graph Theory > Topological Graph Theory > Crossing numbers,Medium,high,2026-05-08,1,mixed: related claim/variant false; residual problem open,disprove,2,4,4,"Yang, Wang, Wang, and Zhou (arXiv 2012, published J.","Yang, Wang, Wang, and Zhou (arXiv 2012, published J. Graph Theory 2022) disproved the exact Erdős-Guy formula $\mathrm{cr}(Q_n) = \frac{5}{32}4^n - \lfloor\frac{n^2+1}{2}\rfloor 2^{n-2}$ by constructing drawings of $Q_n$ with strictly fewer crossings for $n > 6$. The OPG limit conjecture $\lim \mathrm{cr}(Q_d)/4^d = 5/32$ is not directly resolved by this disproof, and the asymptotic question remains open with bounds roughly in $[1/20,\, 5/32]$. Separately, Faria, de Figueiredo, Sýkora, and Vrťo (J. Graph Theory 2008) improved the upper bound beyond the 2000 result cited at OPG, matching the EG formula's leading term before Yang et al. showed even that was not tight."
the_erdos_hajnal_conjecture,The Erdös-Hajnal Conjecture,http://www.openproblemgarden.org/op/the_erdos_hajnal_conjecture,Graph Theory > Extremal Graph Theory,High,high,2026-05-08,5,mixed: important cases solved; full problem open,balanced,3,2,5,"The full Erdős–Hajnal conjecture remains open for a general graph $H$, but remarkable progress has been made since 2021.","The full Erdős–Hajnal conjecture remains open for a general graph $H$, but remarkable progress has been made since 2021. Chudnovsky, Scott, Seymour, and Spirkl proved the conjecture for $H = C_5$, the specific case raised by Lovász; Nguyen, Scott, and Seymour subsequently proved it for $H = P_5$ and for infinitely many previously unknown prime graphs; and the first improvement to the general lower bound in nearly five decades was established, raising it from $2^{c\sqrt{\log n}}$ to $2^{c\sqrt{\log n\,\log\log n}}$."
intersecting_two_perfect_matchings,The intersection of two perfect matchings,http://www.openproblemgarden.org/op/intersecting_two_perfect_matchings,Graph Theory > Basic Graph Theory > Matchings,Medium,medium,2026-05-08,2,mixed: important cases solved; full problem open,balanced,2,1,3,"The Mácajová–Škoviera conjecture — that every bridgeless cubic graph has two perfect matchings $M_1, M_2$ with $M_1 \cap M_2$ containing no odd edge-cut — remains open.","The Mácajová–Škoviera conjecture — that every bridgeless cubic graph has two perfect matchings $M_1, M_2$ with $M_1 \cap M_2$ containing no odd edge-cut — remains open. Fouquet and Vanherpe (2010) proved it for cubic graphs with few vertices and for traceable graphs. Related conjectures in the same research programme (notably Mazzuoccolo's conjecture that two perfect matchings whose deletion yields a bipartite subgraph, proved by Kardoš, Máčajová, and Zerafa in 2023) have since been resolved, but the original conjecture as stated is unresolved."
partitioning_planar_digraphs,The Two Color Conjecture,http://www.openproblemgarden.org/op/partitioning_planar_digraphs,Graph Theory > Directed Graphs,Medium,high,2026-05-08,3,yes: full/general case open,prove,4,1,2,The Two Color Conjecture remains open in full generality: it is unknown whether every orientation of a simple planar graph admits a vertex partition into two acyclic sets.,"The Two Color Conjecture remains open in full generality: it is unknown whether every orientation of a simple planar graph admits a vertex partition into two acyclic sets. Meaningful partial progress exists: the conjecture is confirmed for planar digraphs of digirth at least 5 (Harutyunyan–Mohar, 2014) and digirth at least 4 (Li–Mohar, 2016), and has been shown equivalent to 2-colorability of all oriented $K_5$-minor-free graphs (Steiner, 2021)."
behzads_conjecture,Total Colouring Conjecture,http://www.openproblemgarden.org/op/behzads_conjecture,Graph Theory > Coloring,High,high,2026-05-08,4,mixed: important cases solved; full problem open,prove,3,1,4,The Total Colouring Conjecture remains open in general.,"The Total Colouring Conjecture remains open in general. For planar graphs, all cases except $\Delta(G)=6$ are resolved; a sequence of papers has narrowed the $\Delta=6$ planar case by imposing forbidden-subgraph conditions. For general graphs, Dalal, McDonald, and Shan (2024) confirmed the conjecture for $r$-regular graphs with $r \geq \tfrac{1}{2}(1+\varepsilon)n$ and $n$ sufficiently large, and improved Hind's 1992 general upper bound by one color. An unreviewed arXiv preprint (Murthy, 2020) claims a full proof via the Combinatorial Nullstellensatz, but this has not been accepted by the community and the conjecture is still listed as open."
triangle_packing_vs_triangle_edge_transversal,Triangle-packing vs triangle edge-transversal.,http://www.openproblemgarden.org/op/triangle_packing_vs_triangle_edge_transversal,Graph Theory > Extremal Graph Theory,Medium,high,2026-05-08,5,yes: full/general case open,prove,4,1,2,Tuza's conjecture ($\tau(G)\leq 2\nu(G)$) remains open for general graphs.,"Tuza's conjecture ($\tau(G)\leq 2\nu(G)$) remains open for general graphs. Since the OPG posting, the conjecture has been confirmed for several important graph classes (treewidth $\leq 6$, threshold graphs, random graphs, planar triangulations with the sharper bound $\tau(G)\leq \frac{3}{2}\nu(G)$), and Baron–Kahn showed the factor 2 is asymptotically tight for dense graphs. The best known general bound is still Haxell's $(3-\frac{3}{23})\nu(G)$ from 1999."
turan_number_of_a_finite_family,Turán number of a finite family.,http://www.openproblemgarden.org/op/turan_number_of_a_finite_family,Graph Theory,Medium,medium,2026-05-08,2,mixed: related claim/variant false; residual problem open,balanced,2,3,3,"The conjecture of Erdős and Simonovits — that for every finite family $\mathcal{F}$ some member $F \in \mathcal{F}$ satisfies $\mathrm{ex}(n,F) = O(\mathrm{ex}(n,\mathcal{F}))$ — remains open in general.","The conjecture of Erdős and Simonovits — that for every finite family $\mathcal{F}$ some member $F \in \mathcal{F}$ satisfies $\mathrm{ex}(n,F) = O(\mathrm{ex}(n,\mathcal{F}))$ — remains open in general. For the even-cycle case, Grósz, Methuku, and Tompkins (2020) sharpened the Kühn-Osthus bounds on $C_4$-free subgraphs of $C_{2k}$-free graphs. The related stronger conjecture of Verstraëte discussed in the OPG has been partially disproved by Conlon, Mulrenin, and Pohoata (2026), who showed that $C_{10}$-free graphs need not contain $C_8$-free subgraphs with a constant fraction of edges."
unfriendly_partitions,Unfriendly partitions,http://www.openproblemgarden.org/op/unfriendly_partitions,Graph Theory > Infinite Graphs,High,high,2026-05-08,4,mixed: important cases solved; full problem open,prove,4,1,3,The problem of whether every countably infinite graph has an unfriendly partition into two sets remains open.,"The problem of whether every countably infinite graph has an unfriendly partition into two sets remains open. Significant partial results have appeared since 2007: the conjecture has been confirmed for rayless graphs, for graphs not containing a subdivision of an infinite clique, for line graphs of any cardinality, and most recently (2024) for all countable graphs without alternating rays — rays that pass through infinitely many vertices of both finite and infinite degree. The difficult case of countable graphs that do admit alternating rays is still unresolved."
unit_vector_flows,Unit vector flows,http://www.openproblemgarden.org/op/unit_vector_flows,Graph Theory > Coloring > Nowhere-zero flows,Medium,high,2026-05-08,4,mixed: related claim/variant false; residual problem open,balanced,3,4,3,"Jain's second conjecture—that a map $q:S^2\to\{-4,-3,-2,-1,1,2,3,4\}$ with the required properties exists—was disproved in March 2026 by Ulyanov, who exhibited explicit point sets on $S^2$ that force the additional valu…","Jain's second conjecture—that a map $q:S^2\to\{-4,-3,-2,-1,1,2,3,4\}$ with the required properties exists—was disproved in March 2026 by Ulyanov, who exhibited explicit point sets on $S^2$ that force the additional values $\pm 5$. The first conjecture (every bridgeless graph admits a flow $\phi:E(G)\to S^2$) remains open, though partial results since 2023 establish geometric characterisations and bounds on related $d$-dimensional flow numbers."
small_universal_point_sets_for_planar_graphs,Universal point sets for planar graphs,http://www.openproblemgarden.org/op/small_universal_point_sets_for_planar_graphs,Graph Theory > Topological Graph Theory > Drawings,High,high,2026-05-08,4,mixed: important cases solved; full problem open,prove,4,1,3,The question of whether an $n$-universal set of size $O(n)$ exists for all $n$-vertex planar graphs remains open.,"The question of whether an $n$-universal set of size $O(n)$ exists for all $n$-vertex planar graphs remains open. The best general upper bound has been improved from $n^2/2 - O(n)$ to $n^2/4 - \Theta(n)$ (Bannister et al., 2014), and the lower bound has been raised from $1.098n$ to $(1.293-o(1))n$ (Scheucher et al., 2019). For restricted classes, linear-size universal point sets of size $2n-2$ have been achieved for bipartite planar graphs and planar graphs of maximum degree 3 (Felsner et al., 2023)."
universal_steiner_triple_systems,Universal Steiner triple systems,http://www.openproblemgarden.org/op/universal_steiner_triple_systems,Graph Theory > Coloring > Edge coloring,Medium,medium,2026-05-08,1,yes: full/general case open,balanced,2,1,3,"The preprint [KMPS] cited on the OPG page was published in 2010 in the Canadian Journal of Mathematics, formally establishing that every non-projective, non-affine, non-trivial point-transitive Steiner triple system is…","The preprint [KMPS] cited on the OPG page was published in 2010 in the Canadian Journal of Mathematics, formally establishing that every non-projective, non-affine, non-trivial point-transitive Steiner triple system is universal. A 2013 paper by Grannell, Griggs, Máčajová, and Škoviera addressed point-intransitive systems, constructing both an infinite family of universal point-intransitive STS containing no proper universal subsystem and an infinite family of non-universal STS that are neither projective nor affine; however, a complete characterization of all universal Steiner triple systems remains open."
weak_pentagon_problem,Weak pentagon problem,http://www.openproblemgarden.org/op/weak_pentagon_problem,Graph Theory > Coloring > Homomorphisms,Medium,medium,2026-05-08,2,yes: full cubic triangle-free case remains open,balanced,3,2,4,"The weak pentagon conjecture — equivalently, that every triangle-free cubic graph admits a homomorphism to the Clebsch graph $PQ_4$ — remains open in full generality.","The weak pentagon conjecture — equivalently, that every triangle-free cubic graph admits a homomorphism to the Clebsch graph $PQ_4$ — remains open in full generality. The strongest verified positive evidence is still structural/special-class progress: DeVos–Šámal proved the high-girth case before the OPG posting, Naserasr proved the triangle-free planar case before the posting and later showed the Clebsch graph is the smallest triangle-free planar bound, and Naserasr–Nigussie–Škrekovski extended the Clebsch-homomorphism result to all triangle-free graphs with no $K_5$ minor."
weighted_colouring_of_hexagonal_graphs,Weighted colouring of hexagonal graphs.,http://www.openproblemgarden.org/op/weighted_colouring_of_hexagonal_graphs,Graph Theory > Coloring > Vertex coloring,Medium,high,2026-05-08,2,mixed: important cases solved; full problem open,prove,3,1,3,"The conjecture that $\chi(G,p) \leq \frac{9}{8}\omega(G,p) + c$ for every hexagonal graph remains open.","The conjecture that $\chi(G,p) \leq \frac{9}{8}\omega(G,p) + c$ for every hexagonal graph remains open. Žerovnik (2016) improved the best-known upper bound on the asymptotic ratio from $\frac{4}{3}$ (McDiarmid–Reed 2000) to $\frac{5}{4}$, showing $\chi(G,p) \leq 15\lfloor\omega(G,p)/12\rfloor + 18$. Godin and Togni (2018) developed reducible-configuration techniques and provided computational evidence that the implied $(9,4)$-colorability sub-conjecture holds across millions of randomly generated triangle-free hexagonal graphs, though no complete proof has appeared."
woodalls_conjecture,Woodall's Conjecture,http://www.openproblemgarden.org/op/woodalls_conjecture,Graph Theory > Directed Graphs,High,high,2026-05-08,5,yes: full/general case open,prove,4,1,3,Woodall's conjecture remains open for general digraphs.,"Woodall's conjecture remains open for general digraphs. The most significant recent advance (Cornuéjols–Liu–Ravi, 2023/2025) proves that every digraph with minimum dicut size $\tau$ contains at least $\lfloor\tau/6\rfloor$ pairwise disjoint dijoins, via nowhere-zero flow theory; the full conjecture would require $\tau$ disjoint dijoins. Partial results for special graph classes (3-trees, chordal underlying graphs) and restricted families of dicuts have also been established."
